Zeit_s;Kraft_N;Weg_mm;Längenänderung (fein)_mm;Längenänderung (grob)_mm;Querdehnung_%;Verlängerung_mm;Spannung_MPa;Dehnung_%;Position_mm;Weg_F_mm;Weg_G_mm;Weg_Q_mm;_Zahl;Spannungszunahmegesdchwindigkeit_Nmm/s;Kraft dickenbezogen_MPa;Dehnung Ringzugversuch 53504_%;Spannung Ringzugversuch 53504_MPa;Spannung breitenbezogen (ISO 12311)_MPa;Position(invers)_µm;Wahrer Querschnitt_mm²;Wahre Spannung_N/mm²;Arbeit_Nmm
13;10672,000;0,354552;0,104973;0,000000;0,000000;0,104973;214,452;0,262;0,577803;40,104;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51740,055084;0,000000;0,000000;0,000000
13;10693,250;0,355149;0,105152;0,000000;0,000000;0,105152;214,879;0,263;0,578400;40,104;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51740,653992;0,000000;0,000000;0,000000
13;10708,500;0,355756;0,105412;0,000000;0,000000;0,105412;215,185;0,264;0,579007;40,104;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51741,260529;0,000000;0,000000;0,000000
13;10727,750;0,356335;0,105602;0,000000;0,000000;0,105602;215,572;0,264;0,579586;40,104;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51741,840363;0,000000;0,000000;0,000000
13;10745,000;0,356928;0,105801;0,000000;0,000000;0,105801;215,919;0,265;0,580179;40,105;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51742,431641;0,000000;0,000000;0,000000
13;10768,000;0,357530;0,106022;0,000000;0,000000;0,106022;216,381;0,265;0,580781;40,105;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51743,034363;0,000000;0,000000;0,000000
13;10783,250;0,358141;0,106121;0,000000;0,000000;0,106121;216,687;0,265;0,581392;40,105;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51743,644714;0,000000;0,000000;0,000000
13;10804,250;0,358738;0,106453;0,000000;0,000000;0,106453;217,109;0,266;0,581989;40,105;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51744,243622;0,000000;0,000000;0,000000
13;10823,500;0,359342;0,106613;0,000000;0,000000;0,106613;217,496;0,267;0,582593;40,105;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51744,846344;0,000000;0,000000;0,000000
13;10840,750;0,359958;0,106842;0,000000;0,000000;0,106842;217,843;0,267;0,583209;40,106;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51745,464325;0,000000;0,000000;0,000000
13;10861,750;0,360553;0,107132;0,000000;0,000000;0,107132;218,265;0,268;0,583804;40,106;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51746,059418;0,000000;0,000000;0,000000
13;10882,750;0,361128;0,107182;0,000000;0,000000;0,107182;218,687;0,268;0,584379;40,106;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51746,631622;0,000000;0,000000;0,000000
13;10900,000;0,361750;0,107460;0,000000;0,000000;0,107460;219,033;0,269;0,585001;40,106;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51747,253418;0,000000;0,000000;0,000000
13;10915,500;0,362334;0,107662;0,000000;0,000000;0,107662;219,345;0,269;0,585585;40,106;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51747,837067;0,000000;0,000000;0,000000
13;10934,500;0,362883;0,107822;0,000000;0,000000;0,107822;219,727;0,270;0,586134;40,107;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51748,386383;0,000000;0,000000;0,000000
13;10951,750;0,363467;0,107983;0,000000;0,000000;0,107983;220,073;0,270;0,586718;40,107;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51748,970032;0,000000;0,000000;0,000000
13;10973,000;0,364062;0,108280;0,000000;0,000000;0,108280;220,500;0,271;0,587313;40,107;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51749,565125;0,000000;0,000000;0,000000
13;10992,000;0,364639;0,108311;0,000000;0,000000;0,108311;220,882;0,271;0,587890;40,107;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51750,144958;0,000000;0,000000;0,000000
13;11013,250;0,365230;0,108704;0,000000;0,000000;0,108704;221,309;0,272;0,588480;40,107;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51750,732422;0,000000;0,000000;0,000000
13;11026,500;0,365820;0,108742;0,000000;0,000000;0,108742;221,575;0,272;0,589071;40,107;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51751,323700;0,000000;0,000000;0,000000
13;11049,500;0,366420;0,109020;0,000000;0,000000;0,109020;222,038;0,273;0,589671;40,108;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51751,922607;0,000000;0,000000;0,000000
13;11065,000;0,366967;0,109203;0,000000;0,000000;0,109203;222,349;0,273;0,590218;40,108;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51752,471924;0,000000;0,000000;0,000000
13;11082,250;0,367528;0,109364;0,000000;0,000000;0,109364;222,696;0,273;0,590779;40,108;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51753,032684;0,000000;0,000000;0,000000
13;11103,250;0,368112;0,109631;0,000000;0,000000;0,109631;223,118;0,274;0,591362;40,108;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51753,616333;0,000000;0,000000;0,000000
13;11122,500;0,368682;0,109791;0,000000;0,000000;0,109791;223,505;0,274;0,591932;40,109;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51754,184723;0,000000;0,000000;0,000000
13;11135,750;0,369245;0,109951;0,000000;0,000000;0,109951;223,771;0,275;0,592496;40,109;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51754,749298;0,000000;0,000000;0,000000
13;11158,750;0,369858;0,110233;0,000000;0,000000;0,110233;224,233;0,276;0,593109;40,109;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51755,363464;0,000000;0,000000;0,000000
13;11176,000;0,370474;0,110413;0,000000;0,000000;0,110413;224,580;0,276;0,593725;40,109;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51755,977631;0,000000;0,000000;0,000000
13;11197,250;0,371069;0,110622;0,000000;0,000000;0,110622;225,007;0,277;0,594320;40,109;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51756,572723;0,000000;0,000000;0,000000
13;11214,500;0,371662;0,110813;0,000000;0,000000;0,110813;225,353;0,277;0,594912;40,110;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51757,167816;0,000000;0,000000;0,000000
13;11235,500;0,372277;0,110973;0,000000;0,000000;0,110973;225,775;0,277;0,595528;40,110;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51757,781982;0,000000;0,000000;0,000000
13;11254,750;0,372875;0,111202;0,000000;0,000000;0,111202;226,162;0,278;0,596125;40,110;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51758,380890;0,000000;0,000000;0,000000
13;11272,000;0,373449;0,111362;0,000000;0,000000;0,111362;226,509;0,278;0,596700;40,110;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51758,953094;0,000000;0,000000;0,000000
13;11291,000;0,374065;0,111561;0,000000;0,000000;0,111561;226,891;0,279;0,597316;40,110;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51759,571075;0,000000;0,000000;0,000000
13;11314,000;0,374669;0,111820;0,000000;0,000000;0,111820;227,353;0,280;0,597920;40,111;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51760,173798;0,000000;0,000000;0,000000
13;11335,250;0,375246;0,111950;0,000000;0,000000;0,111950;227,780;0,280;0,598497;40,111;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51760,749817;0,000000;0,000000;0,000000
13;11346,750;0,375850;0,112202;0,000000;0,000000;0,112202;228,011;0,281;0,599101;40,111;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51761,356354;0,000000;0,000000;0,000000
13;11369,750;0,376466;0,112442;0,000000;0,000000;0,112442;228,473;0,281;0,599716;40,111;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51761,970520;0,000000;0,000000;0,000000
13;11385,000;0,377056;0,112602;0,000000;0,000000;0,112602;228,779;0,282;0,600307;40,111;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51762,561798;0,000000;0,000000;0,000000
13;11406,000;0,377651;0,112770;0,000000;0,000000;0,112770;229,201;0,282;0,600902;40,111;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51763,156891;0,000000;0,000000;0,000000
13;11425,250;0,378267;0,113052;0,000000;0,000000;0,113052;229,588;0,283;0,601518;40,112;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51763,771057;0,000000;0,000000;0,000000
13;11444,500;0,378869;0,113201;0,000000;0,000000;0,113201;229,975;0,283;0,602120;40,112;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51764,373779;0,000000;0,000000;0,000000
13;11467,500;0,379462;0,113472;0,000000;0,000000;0,113472;230,437;0,284;0,602713;40,112;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51764,965057;0,000000;0,000000;0,000000
13;11480,750;0,380043;0,113682;0,000000;0,000000;0,113682;230,704;0,284;0,603294;40,112;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51765,548706;0,000000;0,000000;0,000000
13;11498,000;0,380640;0,113873;0,000000;0,000000;0,113873;231,050;0,285;0,603891;40,113;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51766,143799;0,000000;0,000000;0,000000
13;11523,000;0,381215;0,114090;0,000000;0,000000;0,114090;231,553;0,285;0,604466;40,113;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51766,719818;0,000000;0,000000;0,000000
13;11534,500;0,381780;0,114292;0,000000;0,000000;0,114292;231,784;0,286;0,605031;40,113;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51767,284393;0,000000;0,000000;0,000000
13;11555,500;0,382362;0,114471;0,000000;0,000000;0,114471;232,206;0,286;0,605613;40,113;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51767,868042;0,000000;0,000000;0,000000
13;11574,750;0,382955;0,114773;0,000000;0,000000;0,114773;232,592;0,287;0,606206;40,113;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51768,459320;0,000000;0,000000;0,000000
13;11590,000;0,383497;0,114891;0,000000;0,000000;0,114891;232,899;0,287;0,606748;40,114;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51769,001007;0,000000;0,000000;0,000000
14;11613,000;0,384042;0,115120;0,000000;0,000000;0,115120;233,361;0,288;0,607293;40,114;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51769,546509;0,000000;0,000000;0,000000
14;11626,500;0,384614;0,115311;0,000000;0,000000;0,115311;233,632;0,288;0,607865;40,114;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51770,118713;0,000000;0,000000;0,000000
14;11643,750;0,385182;0,115513;0,000000;0,000000;0,115513;233,979;0,289;0,608433;40,114;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51770,687103;0,000000;0,000000;0,000000
14;11662,750;0,385736;0,115673;0,000000;0,000000;0,115673;234,361;0,289;0,608987;40,114;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51771,240234;0,000000;0,000000;0,000000
14;11680,000;0,386302;0,115952;0,000000;0,000000;0,115952;234,707;0,290;0,609553;40,115;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51771,804810;0,000000;0,000000;0,000000
14;11697,250;0,386897;0,116131;0,000000;0,000000;0,116131;235,054;0,290;0,610148;40,115;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51772,399902;0,000000;0,000000;0,000000
14;11720,250;0,387453;0,116352;0,000000;0,000000;0,116352;235,516;0,291;0,610704;40,115;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51772,956848;0,000000;0,000000;0,000000
14;11731,750;0,387994;0,116592;0,000000;0,000000;0,116592;235,747;0,291;0,611244;40,115;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51773,498535;0,000000;0,000000;0,000000
14;11751,000;0,388564;0,116703;0,000000;0,000000;0,116703;236,134;0,292;0,611814;40,115;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51774,066925;0,000000;0,000000;0,000000
14;11776,000;0,389140;0,116993;0,000000;0,000000;0,116993;236,636;0,292;0,612391;40,116;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51774,646759;0,000000;0,000000;0,000000
14;11787,500;0,389701;0,117153;0,000000;0,000000;0,117153;236,868;0,293;0,612952;40,116;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51775,207520;0,000000;0,000000;0,000000
14;11812,250;0,390290;0,117352;0,000000;0,000000;0,117352;237,365;0,293;0,613540;40,116;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51775,794983;0,000000;0,000000;0,000000
14;11827,750;0,390903;0,117653;0,000000;0,000000;0,117653;237,676;0,294;0,614154;40,116;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51776,409149;0,000000;0,000000;0,000000
14;11845,000;0,391482;0,117741;0,000000;0,000000;0,117741;238,023;0,294;0,614733;40,116;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51776,985168;0,000000;0,000000;0,000000
14;11864,000;0,392057;0,118031;0,000000;0,000000;0,118031;238,405;0,295;0,615307;40,117;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51777,561188;0,000000;0,000000;0,000000
14;11881,250;0,392622;0,118221;0,000000;0,000000;0,118221;238,751;0,296;0,615873;40,117;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51778,125763;0,000000;0,000000;0,000000
14;11900,500;0,393187;0,118393;0,000000;0,000000;0,118393;239,138;0,296;0,616438;40,117;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51778,690338;0,000000;0,000000;0,000000
14;11917,750;0,393751;0,118633;0,000000;0,000000;0,118633;239,485;0,297;0,617002;40,117;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51779,254913;0,000000;0,000000;0,000000
14;11937,000;0,394309;0,118832;0,000000;0,000000;0,118832;239,872;0,297;0,617560;40,118;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51779,815674;0,000000;0,000000;0,000000
14;11954,250;0,394891;0,118942;0,000000;0,000000;0,118942;240,218;0,297;0,618142;40,118;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51780,395508;0,000000;0,000000;0,000000
14;11973,250;0,395490;0,119263;0,000000;0,000000;0,119263;240,600;0,298;0,618741;40,118;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51780,994415;0,000000;0,000000;0,000000
14;11990,500;0,396056;0,119392;0,000000;0,000000;0,119392;240,947;0,298;0,619307;40,118;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51781,558990;0,000000;0,000000;0,000000
14;12009,750;0,396639;0,119541;0,000000;0,000000;0,119541;241,334;0,299;0,619890;40,118;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51782,142639;0,000000;0,000000;0,000000
14;12029,000;0,397232;0,119892;0,000000;0,000000;0,119892;241,720;0,300;0,620483;40,119;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51782,737732;0,000000;0,000000;0,000000
14;12050,000;0,397809;0,119930;0,000000;0,000000;0,119930;242,142;0,300;0,621060;40,119;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51783,313751;0,000000;0,000000;0,000000
14;12067,250;0,398381;0,120232;0,000000;0,000000;0,120232;242,489;0,301;0,621632;40,119;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51783,885956;0,000000;0,000000;0,000000
14;12084,500;0,398958;0,120430;0,000000;0,000000;0,120430;242,836;0,301;0,622209;40,119;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51784,461975;0,000000;0,000000;0,000000
14;12101,750;0,399533;0,120583;0,000000;0,000000;0,120583;243,182;0,301;0,622784;40,119;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51785,037994;0,000000;0,000000;0,000000
14;12122,750;0,400066;0,120853;0,000000;0,000000;0,120853;243,604;0,302;0,623317;40,120;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51785,572052;0,000000;0,000000;0,000000
14;12136,250;0,400604;0,120941;0,000000;0,000000;0,120941;243,876;0,302;0,623855;40,120;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51786,109924;0,000000;0,000000;0,000000
14;12151,500;0,401186;0,121170;0,000000;0,000000;0,121170;244,182;0,303;0,624437;40,120;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51786,689758;0,000000;0,000000;0,000000
14;12174,500;0,401747;0,121372;0,000000;0,000000;0,121372;244,644;0,303;0,624998;40,120;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51787,250519;0,000000;0,000000;0,000000
14;12191,750;0,402314;0,121563;0,000000;0,000000;0,121563;244,991;0,304;0,625565;40,120;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51787,818909;0,000000;0,000000;0,000000
14;12205,250;0,402887;0,121761;0,000000;0,000000;0,121761;245,262;0,304;0,626138;40,120;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51788,391113;0,000000;0,000000;0,000000
14;12228,250;0,403473;0,121983;0,000000;0,000000;0,121983;245,724;0,305;0,626724;40,121;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51788,978577;0,000000;0,000000;0,000000
14;12243,500;0,404022;0,122101;0,000000;0,000000;0,122101;246,031;0,305;0,627273;40,121;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51789,527893;0,000000;0,000000;0,000000
14;12260,750;0,404565;0,122360;0,000000;0,000000;0,122360;246,377;0,306;0,627816;40,121;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51790,069580;0,000000;0,000000;0,000000
14;12280,000;0,405103;0,122501;0,000000;0,000000;0,122501;246,764;0,306;0,628354;40,121;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51790,607452;0,000000;0,000000;0,000000
14;12297,250;0,405664;0,122723;0,000000;0,000000;0,122723;247,111;0,307;0,628915;40,121;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51791,168213;0,000000;0,000000;0,000000
14;12308,750;0,406213;0,122982;0,000000;0,000000;0,122982;247,342;0,307;0,629464;40,122;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51791,717529;0,000000;0,000000;0,000000
14;12331,750;0,406774;0,123074;0,000000;0,000000;0,123074;247,804;0,308;0,630025;40,122;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51792,278290;0,000000;0,000000;0,000000
14;12352,750;0,407385;0,123322;0,000000;0,000000;0,123322;248,226;0,308;0,630636;40,122;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51792,888641;0,000000;0,000000;0,000000
14;12368,250;0,407983;0,123581;0,000000;0,000000;0,123581;248,538;0,309;0,631234;40,122;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51793,487549;0,000000;0,000000;0,000000
14;12391,250;0,408555;0,123703;0,000000;0,000000;0,123703;249,000;0,309;0,631806;40,122;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51794,059753;0,000000;0,000000;0,000000
14;12406,500;0,409143;0,124001;0,000000;0,000000;0,124001;249,306;0,310;0,632394;40,123;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51794,647217;0,000000;0,000000;0,000000
14;12425,750;0,409722;0,124153;0,000000;0,000000;0,124153;249,693;0,310;0,632973;40,123;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51795,227051;0,000000;0,000000;0,000000
14;12443,000;0,410299;0,124252;0,000000;0,000000;0,124252;250,040;0,311;0,633550;40,123;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51795,803070;0,000000;0,000000;0,000000
14;12464,000;0,410860;0,124660;0,000000;0,000000;0,124660;250,462;0,312;0,634111;40,123;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51796,363831;0,000000;0,000000;0,000000
14;12479,250;0,411444;0,124683;0,000000;0,000000;0,124683;250,768;0,312;0,634695;40,123;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51796,947479;0,000000;0,000000;0,000000
14;12500,250;0,412037;0,124992;0,000000;0,000000;0,124992;251,190;0,312;0,635288;40,124;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51797,542572;0,000000;0,000000;0,000000
15;12517,500;0,412595;0,125221;0,000000;0,000000;0,125221;251,537;0,313;0,635846;40,124;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51798,099518;0,000000;0,000000;0,000000
15;12536,750;0,413172;0,125301;0,000000;0,000000;0,125301;251,924;0,313;0,636423;40,124;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51798,675537;0,000000;0,000000;0,000000
15;12556,000;0,413772;0,125702;0,000000;0,000000;0,125702;252,310;0,314;0,637023;40,124;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51799,274445;0,000000;0,000000;0,000000
15;12575,000;0,414335;0,125763;0,000000;0,000000;0,125763;252,692;0,314;0,637586;40,124;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51799,839020;0,000000;0,000000;0,000000
15;12588,500;0,414914;0,125973;0,000000;0,000000;0,125973;252,964;0,315;0,638165;40,125;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51800,418854;0,000000;0,000000;0,000000
15;12609,500;0,415507;0,126270;0,000000;0,000000;0,126270;253,386;0,316;0,638758;40,125;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51801,010132;0,000000;0,000000;0,000000
15;12626,750;0,416081;0,126362;0,000000;0,000000;0,126362;253,732;0,316;0,639332;40,125;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51801,586151;0,000000;0,000000;0,000000
15;12646,000;0,416658;0,126652;0,000000;0,000000;0,126652;254,119;0,317;0,639909;40,125;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51802,162170;0,000000;0,000000;0,000000
15;12665,250;0,417215;0,126850;0,000000;0,000000;0,126850;254,506;0,317;0,640465;40,126;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51802,719116;0,000000;0,000000;0,000000
15;12682,500;0,417789;0,127041;0,000000;0,000000;0,127041;254,852;0,318;0,641040;40,126;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51803,295135;0,000000;0,000000;0,000000
15;12699,750;0,418357;0,127243;0,000000;0,000000;0,127243;255,199;0,318;0,641608;40,126;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51803,859711;0,000000;0,000000;0,000000
15;12715,000;0,418895;0,127430;0,000000;0,000000;0,127430;255,506;0,319;0,642146;40,126;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51804,401398;0,000000;0,000000;0,000000
15;12738,000;0,419454;0,127621;0,000000;0,000000;0,127621;255,968;0,319;0,642705;40,126;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51804,958344;0,000000;0,000000;0,000000
15;12751,500;0,420021;0,127903;0,000000;0,000000;0,127903;256,239;0,320;0,643272;40,127;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51805,526733;0,000000;0,000000;0,000000
15;12766,750;0,420569;0,128071;0,000000;0,000000;0,128071;256,545;0,320;0,643819;40,127;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51806,072235;0,000000;0,000000;0,000000
15;12789,750;0,421100;0,128304;0,000000;0,000000;0,128304;257,008;0,321;0,644351;40,127;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51806,602478;0,000000;0,000000;0,000000
15;12801,250;0,421636;0,128502;0,000000;0,000000;0,128502;257,239;0,321;0,644887;40,127;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51807,140350;0,000000;0,000000;0,000000
15;12820,500;0,422192;0,128643;0,000000;0,000000;0,128643;257,626;0,322;0,645443;40,127;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51807,697296;0,000000;0,000000;0,000000
15;12839,500;0,422732;0,128891;0,000000;0,000000;0,128891;258,007;0,322;0,645983;40,128;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51808,235168;0,000000;0,000000;0,000000
15;12853,000;0,423257;0,129070;0,000000;0,000000;0,129070;258,279;0,323;0,646508;40,128;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51808,761597;0,000000;0,000000;0,000000
15;12872,250;0,423820;0,129242;0,000000;0,000000;0,129242;258,665;0,323;0,647071;40,128;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51809,326172;0,000000;0,000000;0,000000
15;12893,250;0,424381;0,129490;0,000000;0,000000;0,129490;259,087;0,324;0,647632;40,128;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51809,886932;0,000000;0,000000;0,000000
15;12906,750;0,424910;0,129650;0,000000;0,000000;0,129650;259,359;0,324;0,648161;40,128;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51810,413361;0,000000;0,000000;0,000000
15;12925,750;0,425450;0,129833;0,000000;0,000000;0,129833;259,741;0,325;0,648701;40,129;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51810,955048;0,000000;0,000000;0,000000
15;12941,250;0,426013;0,130074;0,000000;0,000000;0,130074;260,052;0,325;0,649264;40,129;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51811,519623;0,000000;0,000000;0,000000
15;12962,250;0,426565;0,130241;0,000000;0,000000;0,130241;260,474;0,326;0,649816;40,129;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51812,068939;0,000000;0,000000;0,000000
15;12981,500;0,427126;0,130421;0,000000;0,000000;0,130421;260,861;0,326;0,650377;40,129;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;-51812,629700;0,000000;0,000000;0,000000
