Zeit_s;Kraft_N;Weg_mm;Längenänderung (fein)_mm;Längenänderung (grob)_mm;Querdehnung_%;Verlängerung_mm;Stress_MPa;Strain_%;Position_mm;Weg_F_mm;Weg_G_mm;Weg_Q_mm;_Zahl;Spannungszunahmegesdchwindigkeit_Nmm/s;Kraft dickenbezogen_MPa;Dehnung Ringzugversuch 53504_%;Spannung Ringzugversuch 53504_MPa;Spannung breitenbezogen (ISO 12311)_MPa;Position(invers)_µm;Wahrer Querschnitt_mm²;Wahre Spannung_N/mm²;Arbeit_Nmm
0;364,000;-0,003498;-0,000259;0,000000;0,000000;-0,000259;18,318;-0,001;-0,005317;24,994;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6009,685040;0,000000;0,000000;0,000000
0;369,750;-0,003498;-0,000259;0,000000;0,000000;-0,000259;18,607;-0,001;-0,005317;24,994;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6009,685040;0,000000;0,000000;0,000000
0;366,000;-0,003498;-0,000250;0,000000;0,000000;-0,000250;18,419;-0,001;-0,005317;24,994;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6009,685040;0,000000;0,000000;0,000000
0;368,000;-0,003498;-0,000250;0,000000;0,000000;-0,000250;18,519;-0,001;-0,005317;24,994;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6009,685040;0,000000;0,000000;0,000000
0;368,000;-0,003495;-0,000250;0,000000;0,000000;-0,000250;18,519;-0,001;-0,005315;24,994;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6009,682655;0,000000;0,000000;0,000000
0;371,750;-0,002973;-0,000280;0,000000;0,000000;-0,000280;18,708;-0,001;-0,004793;24,994;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6009,160519;0,000000;0,000000;0,000000
0;396,500;-0,001544;-0,000141;0,000000;0,000000;-0,000141;19,953;-0,001;-0,003363;24,994;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6007,730961;0,000000;0,000000;0,000000
0;431,000;0,000000;0,000000;0,000000;0,000000;0,000000;21,690;0,000;-0,001819;24,995;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6006,187439;0,000000;0,000000;0,000000
0;469,500;0,001655;0,000269;0,000000;0,000000;0,000269;23,627;0,001;-0,000164;24,995;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6004,531860;0,000000;0,000000;0,000000
0;505,750;0,003308;0,000429;0,000000;0,000000;0,000429;25,451;0,002;0,001489;24,995;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6002,878666;0,000000;0,000000;0,000000
0;542,250;0,004836;0,000719;0,000000;0,000000;0,000719;27,288;0,003;0,003017;24,995;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;6001,351357;0,000000;0,000000;0,000000
0;578,500;0,006375;0,000660;0,000000;0,000000;0,000660;29,112;0,003;0,004556;24,995;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;5999,812126;0,000000;0,000000;0,000000
0;613,000;0,007946;0,000919;0,000000;0,000000;0,000919;30,849;0,004;0,006126;24,996;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;5998,241425;0,000000;0,000000;0,000000
0;651,500;0,009433;0,001350;0,000000;0,000000;0,001350;32,786;0,005;0,007613;24,996;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;5996,754646;0,000000;0,000000;0,000000
0;683,750;0,010890;0,001419;0,000000;0,000000;0,001419;34,409;0,006;0,009070;24,996;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;5995,297909;0,000000;0,000000;0,000000
0;724,000;0,012449;0,001600;0,000000;0,000000;0,001600;36,434;0,006;0,010630;24,996;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;5993,738174;0,000000;0,000000;0,000000
0;762,250;0,013988;0,001909;0,000000;0,000000;0,001909;38,359;0,008;0,012169;24,997;0,000000;0,000000;0;0,000000;0,000000;0,000000;0,000000;0,000000;5992,198944;0,000000;0,000000;0,000000
1;800,500;0,015507;0,001949;0,000000;0,000000;0,001949;40,284;0,008;0,013687;24,997;0,000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5990.680695;0.000000;0.000000;0.000000
1;838.750;0.017005;0.002470;0.000000;0.000000;0.002470;42.209;0.010;0.015185;24.997;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5989.182472;0.000000;0.000000;0.000000
1;873.250;0.018491;0.002390;0.000000;0.000000;0.002390;43.945;0.010;0.016672;24.997;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5987.696171;0.000000;0.000000;0.000000
1;917.500;0.020001;0.002871;0.000000;0.000000;0.002871;46.172;0.011;0.018181;24.998;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5986.186504;0.000000;0.000000;0.000000
1;953.750;0.021471;0.002979;0.000000;0.000000;0.002979;47.996;0.012;0.019652;24.998;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5984.715939;0.000000;0.000000;0.000000
1;990.250;0.022921;0.003410;0.000000;0.000000;0.003410;49.833;0.014;0.021102;24.998;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5983.265877;0.000000;0.000000;0.000000
1;1030.500;0.024312;0.003460;0.000000;0.000000;0.003460;51.859;0.014;0.022493;24.998;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5981.874943;0.000000;0.000000;0.000000
1;1072.500;0.025687;0.003901;0.000000;0.000000;0.003901;53.972;0.016;0.023868;24.999;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5980.500221;0.000000;0.000000;0.000000
1;1109.000;0.027037;0.003941;0.000000;0.000000;0.003941;55.809;0.016;0.025217;24.999;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5979.150295;0.000000;0.000000;0.000000
1;1145.250;0.028419;0.004400;0.000000;0.000000;0.004400;57.633;0.018;0.026599;24.999;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5977.768898;0.000000;0.000000;0.000000
1;1185.500;0.029716;0.004509;0.000000;0.000000;0.004509;59.659;0.018;0.027896;24.999;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5976.471424;0.000000;0.000000;0.000000
1;1227.750;0.031079;0.004879;0.000000;0.000000;0.004879;61.785;0.020;0.029260;25.000;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5975.107670;0.000000;0.000000;0.000000
1;1266.000;0.032441;0.004919;0.000000;0.000000;0.004919;63.710;0.020;0.030621;25.000;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5973.746777;0.000000;0.000000;0.000000
1;1308.250;0.033809;0.005360;0.000000;0.000000;0.005360;65.836;0.021;0.031989;25.000;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5972.378731;0.000000;0.000000;0.000000
1;1346.500;0.035101;0.005449;0.000000;0.000000;0.005449;67.761;0.022;0.033282;25.000;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5971.086025;0.000000;0.000000;0.000000
1;1384.750;0.036408;0.005840;0.000000;0.000000;0.005840;69.686;0.023;0.034588;25.000;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5969.779491;0.000000;0.000000;0.000000
1;1425.000;0.037707;0.005960;0.000000;0.000000;0.005960;71.712;0.024;0.035888;25.001;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5968.479633;0.000000;0.000000;0.000000
1;1461.500;0.039012;0.006350;0.000000;0.000000;0.006350;73.548;0.025;0.037192;25.001;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5967.175484;0.000000;0.000000;0.000000
1;1501.500;0.040275;0.006411;0.000000;0.000000;0.006411;75.561;0.026;0.038455;25.001;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5965.912342;0.000000;0.000000;0.000000
1;1540.000;0.041513;0.006849;0.000000;0.000000;0.006849;77.499;0.027;0.039693;25.001;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5964.674473;0.000000;0.000000;0.000000
1;1578.250;0.042664;0.006910;0.000000;0.000000;0.006910;79.424;0.028;0.040845;25.002;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5963.522911;0.000000;0.000000;0.000000
1;1610.750;0.043850;0.007299;0.000000;0.000000;0.007299;81.059;0.029;0.042030;25.002;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5962.337494;0.000000;0.000000;0.000000
1;1645.250;0.045029;0.007401;0.000000;0.000000;0.007401;82.795;0.030;0.043209;25.002;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5961.158752;0.000000;0.000000;0.000000
1;1687.500;0.046153;0.007730;0.000000;0.000000;0.007730;84.922;0.031;0.044333;25.002;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5960.034370;0.000000;0.000000;0.000000
1;1718.000;0.047252;0.007900;0.000000;0.000000;0.007900;86.456;0.032;0.045432;25.003;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5958.935261;0.000000;0.000000;0.000000
1;1754.500;0.048360;0.008209;0.000000;0.000000;0.008209;88.293;0.033;0.046540;25.003;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5957.827568;0.000000;0.000000;0.000000
1;1794.750;0.049500;0.008390;0.000000;0.000000;0.008390;90.319;0.034;0.047680;25.003;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5956.687450;0.000000;0.000000;0.000000
1;1827.250;0.050628;0.008619;0.000000;0.000000;0.008619;91.954;0.034;0.048809;25.003;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5955.558777;0.000000;0.000000;0.000000
1;1861.750;0.051737;0.008869;0.000000;0.000000;0.008869;93.690;0.035;0.049917;25.004;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5954.450607;0.000000;0.000000;0.000000
1;1898.000;0.052829;0.009150;0.000000;0.000000;0.009150;95.515;0.037;0.051009;25.004;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5953.358650;0.000000;0.000000;0.000000
1;1928.750;0.053893;0.009300;0.000000;0.000000;0.009300;97.062;0.037;0.052074;25.004;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5952.293873;0.000000;0.000000;0.000000
1;1967.000;0.054954;0.009541;0.000000;0.000000;0.009541;98.987;0.038;0.053134;25.004;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5951.233387;0.000000;0.000000;0.000000
1;1997.750;0.056007;0.009720;0.000000;0.000000;0.009720;100.535;0.039;0.054188;25.004;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5950.180054;0.000000;0.000000;0.000000
1;2038.000;0.057083;0.009899;0.000000;0.000000;0.009899;102.560;0.040;0.055264;25.005;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5949.103832;0.000000;0.000000;0.000000
1;2066.750;0.058137;0.010300;0.000000;0.000000;0.010300;104.007;0.041;0.056317;25.005;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5948.050499;0.000000;0.000000;0.000000
1;2101.250;0.059156;0.010349;0.000000;0.000000;0.010349;105.743;0.041;0.057336;25.005;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5947.031498;0.000000;0.000000;0.000000
1;2133.750;0.060155;0.010660;0.000000;0.000000;0.010660;107.379;0.043;0.058335;25.005;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5946.032524;0.000000;0.000000;0.000000
1;2166.250;0.061119;0.010839;0.000000;0.000000;0.010839;109.014;0.043;0.059299;25.005;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5945.068359;0.000000;0.000000;0.000000
1;2195.000;0.062102;0.011009;0.000000;0.000000;0.011009;110.461;0.044;0.060282;25.006;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5944.085598;0.000000;0.000000;0.000000
1;2229.500;0.063034;0.011400;0.000000;0.000000;0.011400;112.197;0.046;0.061215;25.006;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5943.152905;0.000000;0.000000;0.000000
1;2260.250;0.063971;0.011549;0.000000;0.000000;0.011549;113.745;0.046;0.062152;25.006;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5942.215919;0.000000;0.000000;0.000000
1;2292.750;0.064881;0.011749;0.000000;0.000000;0.011749;115.380;0.047;0.063062;25.006;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5941.306114;0.000000;0.000000;0.000000
1;2319.500;0.065814;0.011980;0.000000;0.000000;0.011980;116.726;0.048;0.063994;25.007;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5940.373421;0.000000;0.000000;0.000000
1;2350.250;0.066694;0.012089;0.000000;0.000000;0.012089;118.274;0.048;0.064874;25.007;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5939.493656;0.000000;0.000000;0.000000
1;2379.000;0.067603;0.012419;0.000000;0.000000;0.012419;119.721;0.050;0.065784;25.007;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5938.583851;0.000000;0.000000;0.000000
1;2411.500;0.068506;0.012609;0.000000;0.000000;0.012609;121.356;0.050;0.066687;25.007;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5937.680721;0.000000;0.000000;0.000000
1;2442.000;0.069421;0.012789;0.000000;0.000000;0.012789;122.891;0.051;0.067601;25.007;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5936.766624;0.000000;0.000000;0.000000
1;2474.750;0.070339;0.013029;0.000000;0.000000;0.013029;124.539;0.052;0.068520;25.008;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5935.847759;0.000000;0.000000;0.000000
1;2501.500;0.071201;0.013149;0.000000;0.000000;0.013149;125.885;0.053;0.069382;25.008;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5934.985638;0.000000;0.000000;0.000000
1;2532.250;0.072079;0.013350;0.000000;0.000000;0.013350;127.433;0.053;0.070260;25.008;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5934.108257;0.000000;0.000000;0.000000
2;2559.000;0.072914;0.013630;0.000000;0.000000;0.013630;128.779;0.055;0.071094;25.008;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5933.273315;0.000000;0.000000;0.000000
2;2591.500;0.073787;0.013750;0.000000;0.000000;0.013750;130.414;0.055;0.071967;25.008;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5932.400227;0.000000;0.000000;0.000000
2;2618.250;0.074633;0.013979;0.000000;0.000000;0.013979;131.760;0.056;0.072813;25.009;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5931.554317;0.000000;0.000000;0.000000
2;2645.250;0.075479;0.014139;0.000000;0.000000;0.014139;133.119;0.057;0.073659;25.009;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5930.708408;0.000000;0.000000;0.000000
2;2675.750;0.076331;0.014370;0.000000;0.000000;0.014370;134.654;0.057;0.074512;25.009;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5929.855824;0.000000;0.000000;0.000000
2;2702.500;0.077148;0.014530;0.000000;0.000000;0.014530;136.000;0.058;0.075328;25.009;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5929.039478;0.000000;0.000000;0.000000
2;2733.250;0.077987;0.014679;0.000000;0.000000;0.014679;137.548;0.059;0.076167;25.009;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5928.200245;0.000000;0.000000;0.000000
2;2756.250;0.078762;0.014811;0.000000;0.000000;0.014811;138.705;0.059;0.076943;25.009;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5927.425385;0.000000;0.000000;0.000000
2;2788.750;0.079533;0.014999;0.000000;0.000000;0.014999;140.341;0.060;0.077713;25.010;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5926.654339;0.000000;0.000000;0.000000
2;2810.000;0.080308;0.015160;0.000000;0.000000;0.015160;141.410;0.061;0.078488;25.010;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5925.879478;0.000000;0.000000;0.000000
2;2838.500;0.081079;0.015450;0.000000;0.000000;0.015450;142.844;0.062;0.079259;25.010;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5925.108910;0.000000;0.000000;0.000000
2;2865.500;0.081854;0.015560;0.000000;0.000000;0.015560;144.203;0.062;0.080034;25.010;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5924.333572;0.000000;0.000000;0.000000
2;2888.500;0.082608;0.015841;0.000000;0.000000;0.015841;145.361;0.063;0.080789;25.010;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5923.578739;0.000000;0.000000;0.000000
2;2915.250;0.083311;0.015869;0.000000;0.000000;0.015869;146.707;0.063;0.081491;25.011;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5922.876358;0.000000;0.000000;0.000000
2;2942.000;0.084040;0.016130;0.000000;0.000000;0.016130;148.053;0.065;0.082221;25.011;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5922.146797;0.000000;0.000000;0.000000
2;2965.000;0.084763;0.016211;0.000000;0.000000;0.016211;149.210;0.065;0.082944;25.011;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5921.423912;0.000000;0.000000;0.000000
2;2988.000;0.085474;0.016449;0.000000;0.000000;0.016449;150.368;0.066;0.083655;25.011;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5920.712948;0.000000;0.000000;0.000000
2;3016.750;0.086229;0.016640;0.000000;0.000000;0.016640;151.815;0.067;0.084410;25.011;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5919.958115;0.000000;0.000000;0.000000
2;3041.750;0.086961;0.016840;0.000000;0.000000;0.016840;153.073;0.067;0.085142;25.011;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5919.226170;0.000000;0.000000;0.000000
2;3066.500;0.087677;0.016920;0.000000;0.000000;0.016920;154.318;0.068;0.085857;25.012;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5918.510437;0.000000;0.000000;0.000000
2;3095.250;0.088420;0.017130;0.000000;0.000000;0.017130;155.765;0.069;0.086601;25.012;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5917.767048;0.000000;0.000000;0.000000
2;3116.250;0.089129;0.017229;0.000000;0.000000;0.017229;156.822;0.069;0.087310;25.012;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5917.057991;0.000000;0.000000;0.000000
2;3143.250;0.089836;0.017469;0.000000;0.000000;0.017469;158.181;0.070;0.088017;25.012;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5916.350842;0.000000;0.000000;0.000000
2;3166.250;0.090550;0.017611;0.000000;0.000000;0.017611;159.338;0.070;0.088730;25.012;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5915.637493;0.000000;0.000000;0.000000
2;3191.000;0.091234;0.017809;0.000000;0.000000;0.017809;160.583;0.071;0.089414;25.012;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5914.953232;0.000000;0.000000;0.000000
2;3216.000;0.091918;0.017870;0.000000;0.000000;0.017870;161.842;0.071;0.090098;25.013;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5914.269447;0.000000;0.000000;0.000000
2;3242.750;0.092629;0.018160;0.000000;0.000000;0.018160;163.188;0.073;0.090810;25.013;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5913.558006;0.000000;0.000000;0.000000
2;3265.750;0.093304;0.018150;0.000000;0.000000;0.018150;164.345;0.073;0.091485;25.013;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5912.883282;0.000000;0.000000;0.000000
2;3288.750;0.094020;0.018379;0.000000;0.000000;0.018379;165.503;0.074;0.092201;25.013;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5912.167072;0.000000;0.000000;0.000000
2;3315.500;0.094741;0.018520;0.000000;0.000000;0.018520;166.849;0.074;0.092921;25.013;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5911.446571;0.000000;0.000000;0.000000
2;3336.750;0.095420;0.018620;0.000000;0.000000;0.018620;167.918;0.074;0.093601;25.013;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5910.767078;0.000000;0.000000;0.000000
2;3365.250;0.096102;0.018829;0.000000;0.000000;0.018829;169.352;0.075;0.094282;25.013;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5910.085678;0.000000;0.000000;0.000000
2;3386.500;0.096793;0.018999;0.000000;0.000000;0.018999;170.422;0.076;0.094973;25.014;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5909.394741;0.000000;0.000000;0.000000
2;3411.250;0.097431;0.019180;0.000000;0.000000;0.019180;171.667;0.077;0.095612;25.014;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5908.756256;0.000000;0.000000;0.000000
2;3430.500;0.098076;0.019360;0.000000;0.000000;0.019360;172.636;0.077;0.096257;25.014;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5908.111095;0.000000;0.000000;0.000000
2;3455.500;0.098742;0.019409;0.000000;0.000000;0.019409;173.894;0.078;0.096923;25.014;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5907.444954;0.000000;0.000000;0.000000
2;3482.250;0.099387;0.019680;0.000000;0.000000;0.019680;175.240;0.079;0.097568;25.014;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5906.799793;0.000000;0.000000;0.000000
2;3501.250;0.100003;0.019730;0.000000;0.000000;0.019730;176.196;0.079;0.098183;25.014;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5906.184196;0.000000;0.000000;0.000000
2;3526.250;0.100650;0.019909;0.000000;0.000000;0.019909;177.455;0.080;0.098831;25.015;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5905.536652;0.000000;0.000000;0.000000
2;3545.500;0.101277;0.020090;0.000000;0.000000;0.020090;178.423;0.080;0.099458;25.015;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5904.909611;0.000000;0.000000;0.000000
2;3568.500;0.101898;0.020229;0.000000;0.000000;0.020229;179.581;0.081;0.100078;25.015;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5904.289722;0.000000;0.000000;0.000000
2;3595.250;0.102538;0.020319;0.000000;0.000000;0.020319;180.927;0.081;0.100719;25.015;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5903.648853;0.000000;0.000000;0.000000
2;3614.500;0.103181;0.020599;0.000000;0.000000;0.020599;181.896;0.082;0.101362;25.015;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5903.006077;0.000000;0.000000;0.000000
2;3635.500;0.103774;0.020599;0.000000;0.000000;0.020599;182.952;0.082;0.101955;25.015;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5902.412891;0.000000;0.000000;0.000000
2;3660.250;0.104399;0.020830;0.000000;0.000000;0.020830;184.198;0.083;0.102579;25.015;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5901.788235;0.000000;0.000000;0.000000
2;3681.500;0.105030;0.020939;0.000000;0.000000;0.020939;185.267;0.084;0.103211;25.016;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5901.156902;0.000000;0.000000;0.000000
2;3702.500;0.105660;0.021111;0.000000;0.000000;0.021111;186.324;0.084;0.103840;25.016;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5900.527477;0.000000;0.000000;0.000000
2;3725.500;0.106296;0.021170;0.000000;0.000000;0.021170;187.482;0.085;0.104476;25.016;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5899.891376;0.000000;0.000000;0.000000
2;3756.250;0.106975;0.021389;0.000000;0.000000;0.021389;189.029;0.086;0.105156;25.016;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5899.211884;0.000000;0.000000;0.000000
2;3773.250;0.107609;0.021500;0.000000;0.000000;0.021500;189.885;0.086;0.105790;25.016;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5898.578167;0.000000;0.000000;0.000000
3;3796.250;0.108236;0.021620;0.000000;0.000000;0.021620;191.042;0.086;0.106417;25.016;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5897.951126;0.000000;0.000000;0.000000
3;3819.250;0.108861;0.021780;0.000000;0.000000;0.021780;192.199;0.087;0.107041;25.016;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5897.326469;0.000000;0.000000;0.000000
3;3840.500;0.109472;0.021969;0.000000;0.000000;0.021969;193.269;0.088;0.107652;25.017;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5896.715164;0.000000;0.000000;0.000000
3;3865.250;0.110074;0.022049;0.000000;0.000000;0.022049;194.514;0.088;0.108254;25.017;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5896.113396;0.000000;0.000000;0.000000
3;3884.500;0.110705;0.022270;0.000000;0.000000;0.022270;195.483;0.089;0.108886;25.017;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5895.481586;0.000000;0.000000;0.000000
3;3909.250;0.111337;0.022310;0.000000;0.000000;0.022310;196.729;0.089;0.109518;25.017;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5894.850254;0.000000;0.000000;0.000000
3;3930.500;0.111948;0.022511;0.000000;0.000000;0.022511;197.798;0.090;0.110129;25.017;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5894.238949;0.000000;0.000000;0.000000
3;3953.500;0.112571;0.022570;0.000000;0.000000;0.022570;198.955;0.090;0.110751;25.017;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5893.616676;0.000000;0.000000;0.000000
3;3974.500;0.113211;0.022789;0.000000;0.000000;0.022789;200.012;0.091;0.111392;25.017;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5892.975807;0.000000;0.000000;0.000000
3;3999.500;0.113820;0.022909;0.000000;0.000000;0.022909;201.270;0.092;0.112001;25.018;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5892.367363;0.000000;0.000000;0.000000
3;4020.500;0.114424;0.023039;0.000000;0.000000;0.023039;202.327;0.092;0.112605;25.018;0.000000;0.000000;0;0.000000;0.000000;0.000000;0.000000;0.000000;5891.763210;0.000000;0.000000;0.000000
